"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030199","collagen fibril organization","10/163","72/18986",0.138888888888889,16.1775732788003,12.0069188675024,5.59253111888704e-10,6.18354192704944e-07,4.78090009630287e-07,"PXDN/COMP/DPT/COL1A1/P4HA1/COL14A1/COL5A1/EFEMP2/FMOD/TNXB",10
"GO:0030198","extracellular matrix organization","18/163","339/18986",0.0530973451327434,6.18470058092187,8.9634195778973,8.08944901930677e-10,6.18354192704944e-07,4.78090009630287e-07,"CMA1/PXDN/NID2/FSCN1/COMP/COL15A1/DPT/COL1A1/P4HA1/ELN/COL14A1/COL5A1/EFEMP2/FMOD/TNXB/COL8A1/FAP/MMP2",18
"GO:0043062","extracellular structure organization","18/163","340/18986",0.0529411764705882,6.16651028509563,8.94537597419906,8.47925505214272e-10,6.18354192704944e-07,4.78090009630287e-07,"CMA1/PXDN/NID2/FSCN1/COMP/COL15A1/DPT/COL1A1/P4HA1/ELN/COL14A1/COL5A1/EFEMP2/FMOD/TNXB/COL8A1/FAP/MMP2",18
"GO:0045229","external encapsulating structure organization","18/163","341/18986",0.0527859237536657,6.14842667722145,8.92740442587095,8.88638633547122e-10,6.18354192704944e-07,4.78090009630287e-07,"CMA1/PXDN/NID2/FSCN1/COMP/COL15A1/DPT/COL1A1/P4HA1/ELN/COL14A1/COL5A1/EFEMP2/FMOD/TNXB/COL8A1/FAP/MMP2",18
"GO:0002455","humoral immune response mediated by circulating immunoglobulin","9/163","56/18986",0.160714285714286,18.7197633654689,12.357519551258,1.08865174771997e-09,6.18354192704944e-07,4.78090009630287e-07,"C1QB/CLU/C6/C5/CD81/PTPRC/C4B/CD55/C8G",9
"GO:0032102","negative regulation of response to external stimulus","19/163","437/18986",0.0434782608695652,5.06428380901574,7.99869573482923,7.25528954253423e-09,3.4341703834662e-06,2.65518140100463e-06,"SERPINB9/CD109/APOE/NRP1/HLA-B/PRKG1/STAT2/NT5E/FGL2/SAMHD1/C5/PTGIS/PTPRC/APCS/ALOX5/THBS1/FAP/ISG15/PROS1",19
"GO:0042060","wound healing","18/163","444/18986",0.0405405405405405,4.72210247056873,7.38509699607481,5.37371110402973e-08,2.18019136220635e-05,1.68564832526406e-05,"CD109/APOE/F13A1/COMP/DGKA/EMILIN2/PRKG1/ENTPD1/PLCG2/COL5A1/APCS/ALOX5/F9/THBS1/MYLK/FAP/PROS1/GNA12",18
"GO:0006958","complement activation, classical pathway","7/163","42/18986",0.166666666666667,19.4130879345603,11.1165522015216,6.33106167137265e-08,2.24752689333729e-05,1.7377098219057e-05,"C1QB/CLU/C6/C5/C4B/CD55/C8G",7
"GO:0031589","cell-substrate adhesion","16/163","361/18986",0.0443213296398892,5.16248321805482,7.43040759487814,9.21750048638828e-08,2.90863348681586e-05,2.24885450463228e-05,"NRP1/NID2/ITGAX/THY1/COL1A1/ITGB2/UNC13D/SORBS3/EFEMP2/GBP1/MYO1G/UTRN/LAMA5/TNXB/THBS1/COL8A1",16
"GO:0051607","defense response to virus","15/163","320/18986",0.046875,5.45993098159509,7.48741970747754,1.15165420779109e-07,3.08623666446401e-05,2.38617112011561e-05,"OAS2/PML/GBP2/CASP1/ITGAX/STAT2/UNC13D/FGL2/SAMHD1/DDX60/MX1/MX2/GBP1/PTPRC/ISG15",15
"GO:0007596","blood coagulation","13/163","234/18986",0.0555555555555556,6.47102931152011,7.8362422784966,1.19537335595437e-07,3.08623666446401e-05,2.38617112011561e-05,"APOE/F13A1/COMP/DGKA/EMILIN2/PRKG1/ENTPD1/PLCG2/F9/THBS1/FAP/PROS1/GNA12",13
"GO:0007599","hemostasis","13/163","241/18986",0.0539419087136929,6.28307410330168,7.68081284740516,1.68207126367443e-07,3.6746787606426e-05,2.84113413443309e-05,"APOE/F13A1/COMP/DGKA/EMILIN2/PRKG1/ENTPD1/PLCG2/F9/THBS1/FAP/PROS1/GNA12",13
"GO:0050817","coagulation","13/163","241/18986",0.0539419087136929,6.28307410330168,7.68081284740516,1.68207126367443e-07,3.6746787606426e-05,2.84113413443309e-05,"APOE/F13A1/COMP/DGKA/EMILIN2/PRKG1/ENTPD1/PLCG2/F9/THBS1/FAP/PROS1/GNA12",13
"GO:0002443","leukocyte mediated immunity","18/163","485/18986",0.0371134020618557,4.32291442666498,6.89837988613608,2.00811037357665e-07,4.07359532925548e-05,3.14956258592548e-05,"SERPINB9/HLA-B/IL4I1/S100A13/CD74/PLCG2/C1QB/CLU/ITGB2/C6/UNC13D/C5/CD81/MYO1G/PTPRC/C4B/CD55/C8G",18
"GO:0061045","negative regulation of wound healing","8/163","78/18986",0.102564102564103,11.9465156520371,9.01477909137796,3.49812546197421e-07,6.44493988120219e-05,4.98300392594061e-05,"CD109/APOE/PRKG1/APCS/ALOX5/THBS1/FAP/PROS1",8
"GO:0061041","regulation of wound healing","10/163","140/18986",0.0714285714285714,8.31989482909728,8.08935598223601,3.63095204574771e-07,6.44493988120219e-05,4.98300392594061e-05,"CD109/APOE/EMILIN2/PRKG1/APCS/ALOX5/THBS1/MYLK/FAP/PROS1",10
"GO:0009615","response to virus","16/163","425/18986",0.0376470588235294,4.38507398051245,6.56775019617292,8.24311623809488e-07,0.000137708530095232,0.000106471458035083,"OAS2/PML/GBP2/CASP1/ITGAX/STAT2/CLU/UNC13D/FGL2/SAMHD1/DDX60/MX1/MX2/GBP1/PTPRC/ISG15",16
"GO:0050878","regulation of body fluid levels","15/163","381/18986",0.0393700787401575,4.58576880343945,6.57937464693155,1.06150130346189e-06,0.000167481316768431,0.000129490743802427,"APOE/OAS2/F13A1/COMP/DGKA/EMILIN2/PRKG1/ENTPD1/PLCG2/AKR1B1/F9/THBS1/FAP/PROS1/GNA12",15
"GO:0002449","lymphocyte mediated immunity","15/163","386/18986",0.038860103626943,4.52636765313583,6.51357549530636,1.24858109243633e-06,0.000186630015922063,0.00014429585367436,"SERPINB9/HLA-B/IL4I1/CD74/C1QB/CLU/C6/UNC13D/C5/CD81/MYO1G/PTPRC/C4B/CD55/C8G",15
"GO:0006956","complement activation","7/163","67/18986",0.104477611940299,12.1693984067393,8.52261317001443,1.70491258933031e-06,0.000242097587684904,0.000187181455860159,"C1QB/CLU/C6/C5/C4B/CD55/C8G",7
"GO:1900046","regulation of hemostasis","7/163","71/18986",0.0985915492957746,11.4837984965005,8.23567781459967,2.53333182667296e-06,0.000329391574632104,0.000254674138132901,"APOE/COMP/EMILIN2/PRKG1/THBS1/FAP/PROS1",7
"GO:1903035","negative regulation of response to wounding","8/163","101/18986",0.0792079207920792,9.22602198870194,7.71341574844366,2.55162487391066e-06,0.000329391574632104,0.000254674138132901,"CD109/APOE/PRKG1/APCS/ALOX5/THBS1/FAP/PROS1",8
"GO:0045765","regulation of angiogenesis","14/163","360/18986",0.0388888888888889,4.52972051806408,6.29196723462345,2.84412291787722e-06,0.000351187351598752,0.00027152587673647,"NRP1/PML/CMA1/ITGAX/EMILIN2/GPNMB/ATP2B4/SPARC/PTGIS/ALOX5/THBS1/THBS4/STAB1/ECM1",14
"GO:1902905","positive regulation of supramolecular fiber organization","10/163","177/18986",0.0564971751412429,6.58070777442723,6.94141074453016,3.09751697004605e-06,0.000366539508122116,0.000283395631557722,"APOE/NRP1/SYNPO/CLU/SORBS3/EFEMP2/MAP1B/LMOD1/TNXB/SYNPO2",10
"GO:1903034","regulation of response to wounding","10/163","181/18986",0.0552486187845304,6.43527776836254,6.83721196344638,3.78320651705565e-06,0.000413347580156164,0.000319586008971742,"CD109/APOE/EMILIN2/PRKG1/APCS/ALOX5/THBS1/MYLK/FAP/PROS1",10
"GO:1901342","regulation of vasculature development","14/163","369/18986",0.037940379403794,4.41923952981861,6.17223625543909,3.78416798734517e-06,0.000413347580156164,0.000319586008971742,"NRP1/PML/CMA1/ITGAX/EMILIN2/GPNMB/ATP2B4/SPARC/PTGIS/ALOX5/THBS1/THBS4/STAB1/ECM1",14
"GO:1900047","negative regulation of hemostasis","6/163","51/18986",0.117647058823529,13.7033561891014,8.45328654238731,4.77763233933423e-06,0.0005025361423596,0.00038854351110531,"APOE/COMP/PRKG1/THBS1/FAP/PROS1",6
"GO:0032963","collagen metabolic process","8/163","111/18986",0.0720720720720721,8.39484883656663,7.27113137837762,5.18477359659398e-06,0.000525174272648085,0.000406046528074094,"P3H3/COL1A1/COL5A1/TNXB/PCOLCE/FAP/MRC2/MMP2",8
"GO:0035987","endodermal cell differentiation","6/163","52/18986",0.115384615384615,13.4398301085418,8.35890936930159,5.36269503760368e-06,0.000525174272648085,0.000406046528074094,"LAMB3/ITGB2/COL5A1/LAMA3/COL8A1/MMP2",6
"GO:0050727","regulation of inflammatory response","15/163","438/18986",0.0342465753424658,3.988990671485,5.88935526400928,5.85250910196008e-06,0.000554037528318888,0.000428362596024166,"APOE/PLA2G2A/PGLYRP2/CMA1/GBP2/CASP1/PLCG2/NT5E/GBP1/CD81/PTGIS/PTPRC/APCS/ALOX5/FABP4",15
"GO:0051491","positive regulation of filopodium assembly","5/163","31/18986",0.161290322580645,18.78685929151,9.22301476327904,6.2213248983398e-06,0.000569953635847904,0.000440668378198194,"NRP1/FSCN1/DPYSL3/ARAP1/AGRN",5
"GO:0045785","positive regulation of cell adhesion","16/163","499/18986",0.032064128256513,3.73478244833225,5.76095546569682,6.49960999968366e-06,0.000576840387471925,0.000445992975636188,"NRP1/IL4I1/EMILIN2/THY1/CD74/ITGB2/UNC13D/HLA-DQB1/EFEMP2/HLA-DPB1/CD81/UTRN/PTPRC/ALOX5/CD55/COL8A1",16
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","14/163","400/18986",0.035,4.07674846625767,5.7874027171856,9.4959670673651e-06,0.000793192543274026,0.000613268956734477,"HLA-B/IL4I1/CD74/C1QB/CLU/C6/UNC13D/C5/CD81/MYO1G/PTPRC/C4B/CD55/C8G",14
"GO:1902903","regulation of supramolecular fiber organization","14/163","400/18986",0.035,4.07674846625767,5.7874027171856,9.4959670673651e-06,0.000793192543274026,0.000613268956734477,"APOE/NRP1/SYNPO/CRYAB/CLU/RDX/ARAP1/ELN/SORBS3/EFEMP2/MAP1B/LMOD1/TNXB/SYNPO2",14
"GO:0031348","negative regulation of defense response","12/163","297/18986",0.0404040404040404,4.70620313565099,5.99058305373974,1.02042994808437e-05,0.00082800601501703,0.000640185525324508,"SERPINB9/APOE/HLA-B/STAT2/NT5E/FGL2/SAMHD1/PTGIS/PTPRC/APCS/ALOX5/ISG15",12
